region,solar_day,distance_px,n_pixels,nbart_blue,nbart_green,nbart_red,nbart_red_edge_1,nbart_red_edge_2,nbart_red_edge_3,nbart_nir_1,nbart_nir_2,nbart_swir_2,nbart_swir_3
tas_west_cloud,2023-06-11,12,2424,1.4562043795620438,1.579268292682927,1.779596977329975,1.602158273381295,1.4147344801795063,1.4022087638047738,1.5711960943856793,1.4170902160101653,1.7151898734177216,1.9530516431924883
tas_west_cloud,2023-06-16,1,5872,2.3241758241758244,2.6486486486486487,3.4133333333333336,2.1338199513381997,1.5463812436289501,1.4742750233863424,2.105510752688172,1.4429967426710097,2.3491803278688526,3.0984251968503935
tas_west_cloud,2023-06-16,2,5768,2.0274725274725274,2.324324324324324,2.86,1.9878345498783454,1.5188583078491336,1.4667913938260055,2.0611559139784945,1.4470684039087949,2.2131147540983607,2.7874015748031495
tas_west_cloud,2023-06-16,3,6953,1.8131868131868132,2.081081081081081,2.466666666666667,1.8102189781021898,1.508664627930683,1.4742750233863424,2.0416666666666665,1.4560260586319218,2.0508196721311474,2.4960629921259843
tas_west_cloud,2023-06-16,4,6564,1.6813186813186813,1.9405405405405405,2.1866666666666665,1.6812652068126521,1.4984709480122325,1.471468662301216,2.0120967741935485,1.4560260586319218,1.9245901639344263,2.2559055118110236
tas_west_cloud,2023-06-16,5,7645,1.5824175824175823,1.8108108108108107,2.006666666666667,1.6131386861313868,1.490316004077472,1.4733395696913003,1.9959677419354838,1.4657980456026058,1.8360655737704918,2.0866141732283463
tas_west_cloud,2023-06-16,6,6212,1.510989010989011,1.7405405405405405,1.8633333333333333,1.5571776155717763,1.492354740061162,1.4845650140318054,2.0161290322580645,1.477198697068404,1.7647540983606558,1.952755905511811
tas_west_cloud,2023-06-16,7,5797,1.467032967032967,1.691891891891892,1.7866666666666666,1.510948905109489,1.490316004077472,1.4883068288119738,2.0376344086021505,1.476384364820847,1.7081967213114755,1.8385826771653544
tas_west_cloud,2023-06-16,8,6295,1.4175824175824177,1.627027027027027,1.6866666666666668,1.467153284671533,1.4678899082568808,1.471468662301216,2.0228494623655915,1.4706840390879479,1.6655737704918032,1.7716535433070866
tas_west_cloud,2023-06-16,9,6013,1.3681318681318682,1.5837837837837838,1.64,1.4209245742092458,1.4475025484199797,1.4546304957904583,1.98252688172043,1.456840390879479,1.6,1.6771653543307086
tas_west_cloud,2023-06-16,10,5823,1.3406593406593406,1.5621621621621622,1.62,1.4184914841849148,1.4576962283384303,1.4593077642656689,1.9865591397849462,1.4641693811074918,1.5704918032786885,1.6456692913385826
tas_west_cloud,2023-06-16,11,4728,1.3186813186813187,1.5351351351351352,1.5866666666666667,1.3965936739659368,1.4464831804281346,1.4349859681945745,1.9563172043010753,1.4446254071661238,1.5278688524590165,1.610236220472441
tas_west_cloud,2023-06-16,12,4390,1.3021978021978022,1.5135135135135136,1.5333333333333334,1.3832116788321167,1.4480122324159022,1.4555659494855004,1.9724462365591398,1.4694625407166124,1.5008196721311475,1.5669291338582678
tas_west_cloud,2023-06-26,8,336,1.0041237113402062,1.011124845488257,1.0170623145400592,1.0367298578199051,1.0634495084897229,1.0686886708296164,1.0075555555555555,1.086754126110876,1.1096153846153847,1.2295321637426901
tas_west_cloud,2023-06-26,9,371,1.0237113402061855,1.0271940667490729,1.0311572700296736,1.0308056872037914,1.0571939231456657,1.0695807314897412,1.0275555555555556,1.079983072365637,1.103846153846154,1.195906432748538
tas_west_cloud,2023-06-26,10,400,0.9969072164948454,1.015451174289246,1.0163204747774481,1.0296208530805686,1.0531724754244862,1.056199821587868,1.0177777777777777,1.0825222175201015,1.0961538461538463,1.1198830409356726
tas_west_cloud,2023-06-26,11,411,1.0185567010309278,1.023485784919654,1.0311572700296736,1.0296208530805686,1.0580875781948167,1.0588760035682427,1.0257777777777777,1.0579771476936097,1.0980769230769232,1.090643274853801
tas_west_cloud,2023-06-26,12,429,1.0288659793814432,1.045735475896168,1.0341246290801187,1.0343601895734598,1.0509383378016086,1.0365744870651203,1.0302222222222222,1.041049513330512,1.0692307692307692,1.0204678362573099
tas_west_cloud,2023-07-01,1,5992,3.1770833333333335,3.5141643059490084,4.379928315412187,2.8061749571183534,1.8809293320425944,1.7363374880153404,1.8431845597104946,1.659070990359334,3.13125,4.310077519379845
tas_west_cloud,2023-07-01,2,4622,2.824074074074074,3.1189801699716715,3.8422939068100357,2.5814751286449398,1.7454017424975798,1.613614573346117,1.7177322074788903,1.5552147239263803,2.8666666666666667,3.9864341085271318
tas_west_cloud,2023-07-01,3,4129,2.3356481481481484,2.5127478753541075,3.043010752688172,2.0926243567753002,1.4540174249757987,1.361457334611697,1.505428226779252,1.315512708150745,2.2875,3.1705426356589146
tas_west_cloud,2023-07-01,4,2913,2.0555555555555554,2.178470254957507,2.5627240143369177,1.7135506003430532,1.2671829622458857,1.2157238734419942,1.3763570566948131,1.1814198071866784,1.8333333333333333,2.492248062015504
tas_west_cloud,2023-07-01,5,2801,1.8263888888888888,1.9093484419263456,2.2652329749103943,1.5265866209262435,1.1577928363988383,1.1140939597315436,1.290711700844391,1.0937773882559159,1.6270833333333334,2.050387596899225
tas_west_cloud,2023-07-01,6,1986,1.7256944444444444,1.774787535410765,2.025089605734767,1.4168096054888508,1.1093901258470473,1.0680728667305848,1.2430639324487334,1.046450482033304,1.50625,1.813953488372093
tas_west_cloud,2023-07-01,7,1740,1.5787037037037037,1.5920679886685551,1.7706093189964158,1.2795883361921099,1.0464666021297193,0.9961649089165868,1.1737032569360675,0.9815950920245399,1.3760416666666666,1.560077519379845
tas_west_cloud,2023-07-01,8,1851,1.4097222222222223,1.424929178470255,1.6021505376344085,1.1801029159519725,1.0058083252662149,0.9568552253116012,1.0916767189384802,0.9412795793163892,1.2291666666666667,1.437984496124031
tas_west_cloud,2023-07-01,9,1713,1.3009259259259258,1.320113314447592,1.4659498207885304,1.1440823327615781,0.9961277831558567,0.9511025886864813,1.0217129071170084,0.9333917616126205,1.1895833333333334,1.3643410852713178
tas_west_cloud,2023-07-01,10,1706,1.2824074074074074,1.2946175637393769,1.4086021505376345,1.1518010291595198,0.9961277831558567,0.962607861936721,1.0446320868516286,0.9504820333041192,1.215625,1.3372093023255813
tas_west_cloud,2023-07-01,11,1394,1.2303240740740742,1.2209631728045325,1.3279569892473118,1.1234991423670668,1.0029041626331074,0.9808245445829339,0.996984318455971,0.9640666082383874,1.1885416666666666,1.3255813953488371
tas_west_cloud,2023-07-01,12,1339,1.2291666666666667,1.226628895184136,1.3261648745519714,1.1252144082332762,1.0145208131655372,0.9923298178331735,0.9879372738238842,0.9780893952673094,1.16875,1.317829457364341
tas_west_cloud,2023-07-06,1,41624,1.4625,1.2912280701754386,1.41991341991342,1.1739811912225706,1.0148809523809523,0.9911688311688311,1.1451304901336727,0.9896629213483146,1.1794392523364485,1.283797729618163
tas_west_cloud,2023-07-06,2,28305,1.5875,1.407017543859649,1.5497835497835497,1.213166144200627,1.0696428571428571,1.0451948051948052,1.2998090388287715,1.0462921348314607,1.2233644859813084,1.3271413828689371
tas_west_cloud,2023-07-06,3,21821,1.6125,1.424561403508772,1.58008658008658,1.2366771159874608,1.1083333333333334,1.0815584415584416,1.3373647358370464,1.084494382022472,1.2579439252336448,1.3539731682146543
tas_west_cloud,2023-07-06,4,12049,1.5625,1.3859649122807018,1.5367965367965368,1.2053291536050157,1.0958333333333334,1.0654545454545454,1.3246339910884786,1.0669662921348315,1.2280373831775702,1.3209494324045408
tas_west_cloud,2023-07-06,5,7966,1.50625,1.3368421052631578,1.4718614718614718,1.1598746081504703,1.0595238095238095,1.0301298701298702,1.2667091024824952,1.0256179775280898,1.1616822429906541,1.2724458204334366
tas_west_cloud,2023-07-06,6,3925,1.4375,1.2736842105263158,1.4112554112554112,1.1050156739811912,1.0136904761904761,0.985974025974026,1.1935073201782305,0.9838202247191011,1.1009345794392524,1.2115583075335397
tas_west_cloud,2023-07-06,7,2724,1.425,1.2421052631578948,1.406926406926407,1.0815047021943573,0.993452380952381,0.9657142857142857,1.143857415658816,0.9570786516853933,1.0700934579439252,1.1898864809081526
tas_west_cloud,2023-07-06,8,2262,1.3875,1.2210526315789474,1.3722943722943723,1.0760188087774294,0.9898809523809524,0.9724675324675325,1.1234882240611075,0.964494382022472,1.0509345794392524,1.1682146542827658
tas_west_cloud,2023-07-06,9,1748,1.2875,1.182456140350877,1.341991341991342,1.0721003134796239,0.9925595238095238,0.9802597402597403,1.1400381922342457,0.9732584269662922,1.05,1.1661506707946336
tas_west_cloud,2023-07-06,10,1469,1.25,1.1473684210526316,1.277056277056277,1.0689655172413792,0.9880952380952381,0.9724675324675325,1.098026734563972,0.9788764044943821,1.04392523364486,1.1475748194014448
tas_west_cloud,2023-07-06,11,1096,1.24375,1.1526315789473685,1.251082251082251,1.09717868338558,0.9979166666666667,0.9935064935064936,1.0986632718014004,0.9847191011235955,1.0598130841121496,1.1259029927760578
tas_west_cloud,2023-07-06,12,922,1.14375,1.0789473684210527,1.1601731601731602,1.0799373040752351,1.0291666666666666,1.0197402597402598,1.088160407383832,1.0202247191011236,1.0742990654205606,1.0866873065015479
tas_west_cloud,2023-07-21,1,10545,2.4842105263157896,2.477272727272727,2.746268656716418,2.119047619047619,1.6787190082644627,1.6416015625,1.8657865786578658,1.6423670668953687,2.311111111111111,2.944206008583691
tas_west_cloud,2023-07-21,2,9647,2.221052631578947,2.2045454545454546,2.4029850746268657,1.9785714285714286,1.6549586776859504,1.6201171875,1.823982398239824,1.6260720411663807,2.1925925925925926,2.708154506437768
tas_west_cloud,2023-07-21,3,11044,1.9578947368421054,1.9772727272727273,2.1044776119402986,1.8142857142857143,1.6084710743801653,1.5859375,1.786028602860286,1.5900514579759863,2.0444444444444443,2.407725321888412
tas_west_cloud,2023-07-21,4,9781,1.7789473684210526,1.8181818181818181,1.8855721393034826,1.7023809523809523,1.5764462809917354,1.55859375,1.7601760176017602,1.5797598627787306,1.95,2.2060085836909873
tas_west_cloud,2023-07-21,5,10957,1.6631578947368422,1.709090909090909,1.7462686567164178,1.619047619047619,1.5485537190082646,1.5390625,1.7447744774477447,1.5591766723842195,1.8462962962962963,2.0085836909871246
tas_west_cloud,2023-07-21,6,8440,1.568421052631579,1.6181818181818182,1.6417910447761195,1.5523809523809524,1.5227272727272727,1.5283203125,1.7392739273927393,1.5548885077186965,1.7722222222222221,1.888412017167382
tas_west_cloud,2023-07-21,7,7737,1.5157894736842106,1.5818181818181818,1.5820895522388059,1.5023809523809524,1.5020661157024793,1.5107421875,1.7095709570957096,1.5445969125214407,1.7259259259259259,1.798283261802575
tas_west_cloud,2023-07-21,8,8235,1.4789473684210526,1.55,1.5472636815920398,1.4833333333333334,1.4927685950413223,1.4990234375,1.6875687568756876,1.5317324185248713,1.6814814814814816,1.7210300429184548
tas_west_cloud,2023-07-21,9,7703,1.436842105263158,1.5045454545454546,1.5024875621890548,1.4619047619047618,1.4917355371900827,1.498046875,1.658965896589659,1.5274442538593482,1.637037037037037,1.6566523605150214
tas_west_cloud,2023-07-21,10,7147,1.3789473684210527,1.4545454545454546,1.4527363184079602,1.4214285714285715,1.4721074380165289,1.4794921875,1.646864686468647,1.5111492281303602,1.6018518518518519,1.613733905579399
tas_west_cloud,2023-07-21,11,5525,1.3157894736842106,1.4045454545454545,1.4029850746268657,1.4047619047619047,1.4545454545454546,1.4765625,1.6094609460946094,1.4974271012006861,1.5833333333333333,1.5622317596566524
tas_west_cloud,2023-07-21,12,5005,1.2578947368421052,1.3590909090909091,1.3532338308457712,1.369047619047619,1.427685950413223,1.4423828125,1.5731573157315732,1.4622641509433962,1.548148148148148,1.51931330472103
tas_west_cloud,2023-08-15,1,3324,2.9339622641509435,2.2406716417910446,2.675675675675676,1.6955684007707128,1.118867924528302,1.0703534031413613,1.0390428211586902,1.0545197740112995,1.3903743315508021,2.0827250608272507
tas_west_cloud,2023-08-15,2,3161,2.4150943396226414,1.9402985074626866,2.2837837837837838,1.6165703275529866,1.1124528301886794,1.0667539267015707,1.0390428211586902,1.0508474576271187,1.423529411764706,2.0145985401459856
tas_west_cloud,2023-08-15,3,3824,2.0314465408805034,1.6902985074626866,1.945945945945946,1.4710982658959537,1.12,1.0732984293193717,1.0453400503778338,1.0491525423728814,1.3336898395721926,1.8126520681265206
tas_west_cloud,2023-08-15,4,3604,1.7452830188679245,1.5149253731343284,1.7837837837837838,1.394990366088632,1.129433962264151,1.0821335078534031,1.0695843828715366,1.0632768361581921,1.3144385026737968,1.7007299270072993
tas_west_cloud,2023-08-15,5,4450,1.5534591194968554,1.3973880597014925,1.6238738738738738,1.323699421965318,1.1177358490566038,1.0798429319371727,1.0654911838790933,1.062994350282486,1.2588235294117647,1.5583941605839415
tas_west_cloud,2023-08-15,6,3783,1.4276729559748427,1.3134328358208955,1.490990990990991,1.254335260115607,1.098867924528302,1.067408376963351,1.057934508816121,1.047457627118644,1.2171122994652406,1.4476885644768855
tas_west_cloud,2023-08-15,7,3741,1.3522012578616351,1.257462686567164,1.3963963963963963,1.2177263969171483,1.080754716981132,1.0628272251308901,1.0447103274559193,1.051412429378531,1.1903743315508022,1.3795620437956204
tas_west_cloud,2023-08-15,8,4332,1.2767295597484276,1.212686567164179,1.3355855855855856,1.1830443159922928,1.0716981132075472,1.0615183246073299,1.047544080604534,1.048587570621469,1.1689839572192513,1.3454987834549879
tas_west_cloud,2023-08-15,9,4383,1.2389937106918238,1.164179104477612,1.2747747747747749,1.1483622350674374,1.0724528301886793,1.0634816753926701,1.0604534005037782,1.0525423728813559,1.1475935828877006,1.2822384428223845
tas_west_cloud,2023-08-15,10,4444,1.20125786163522,1.164179104477612,1.2342342342342343,1.1396917148362236,1.0769811320754716,1.068062827225131,1.0702141057934509,1.0615819209039548,1.1294117647058823,1.2481751824817517
tas_west_cloud,2023-08-15,11,3726,1.1446540880503144,1.126865671641791,1.1846846846846846,1.1078998073217727,1.0769811320754716,1.068062827225131,1.0673803526448362,1.0655367231638417,1.116042780748663,1.2068126520681266
tas_west_cloud,2023-08-15,12,3614,1.1226415094339623,1.1007462686567164,1.1441441441441442,1.0886319845857417,1.079245283018868,1.0713350785340314,1.0680100755667505,1.0666666666666667,1.1010695187165775,1.1897810218978102
tas_west_cloud,2023-08-30,1,4452,1.8823529411764706,2.1697722567287783,2.6117021276595747,2.594298245614035,2.435158501440922,2.4199192462987886,2.4496732026143793,2.527180783817952,3.939799331103679,5.5
tas_west_cloud,2023-08-30,2,3691,1.768166089965398,1.9979296066252588,2.377659574468085,2.4342105263157894,2.2939481268011526,2.3014804845222074,2.2705882352941176,2.395701643489254,3.6354515050167224,5.064935064935065
tas_west_cloud,2023-08-30,3,4169,1.657439446366782,1.8364389233954452,2.1143617021276597,2.1469298245614037,2.0389048991354466,2.0403768506056528,2.0209150326797385,2.11378002528445,3.117056856187291,4.1103896103896105
tas_west_cloud,2023-08-30,4,3883,1.541522491349481,1.6832298136645962,1.8936170212765957,1.9210526315789473,1.8155619596541788,1.7900403768506057,1.7699346405228757,1.852085967130215,2.612040133779264,3.3766233766233764
tas_west_cloud,2023-08-30,5,4681,1.4567474048442905,1.5693581780538302,1.7313829787234043,1.7521929824561404,1.6412103746397695,1.6325706594885598,1.5934640522875816,1.652338811630847,2.2474916387959865,2.8506493506493507
tas_west_cloud,2023-08-30,6,3836,1.4013840830449826,1.5010351966873705,1.6329787234042554,1.6260964912280702,1.532420749279539,1.5222072678331091,1.5045751633986928,1.5398230088495575,1.9933110367892977,2.512987012987013
tas_west_cloud,2023-08-30,7,3679,1.3494809688581315,1.4306418219461698,1.553191489361702,1.5394736842105263,1.456772334293948,1.4508748317631224,1.423529411764706,1.4500632111251581,1.8227424749163879,2.25974025974026
tas_west_cloud,2023-08-30,8,4170,1.296712802768166,1.3623188405797102,1.476063829787234,1.4616228070175439,1.3904899135446687,1.3788694481830417,1.3470588235294119,1.3691529709228825,1.6822742474916388,2.051948051948052
tas_west_cloud,2023-08-30,9,4008,1.2647058823529411,1.3229813664596273,1.428191489361702,1.3914473684210527,1.3278097982708934,1.31628532974428,1.284967320261438,1.307206068268015,1.5752508361204014,1.9025974025974026
tas_west_cloud,2023-08-30,10,4010,1.2534602076124568,1.300207039337474,1.398936170212766,1.361842105263158,1.2838616714697406,1.2765814266487214,1.2581699346405228,1.2623261694058154,1.5117056856187292,1.7857142857142858
tas_west_cloud,2023-08-30,11,3231,1.2422145328719723,1.289855072463768,1.377659574468085,1.337719298245614,1.2680115273775217,1.2516823687752354,1.2431372549019608,1.2427307206068268,1.4414715719063544,1.6753246753246753
tas_west_cloud,2023-08-30,12,3030,1.2249134948096885,1.269151138716356,1.3457446808510638,1.3245614035087718,1.239193083573487,1.2328398384925976,1.2248366013071896,1.2174462705436158,1.4046822742474916,1.5974025974025974
wet_tropics,2024-01-03,1,6982,2.3831041257367387,1.8716502115655853,2.651063829787234,1.6331491712707182,0.9654471544715447,0.9136746799875117,0.9120145631067961,0.8890765765765766,1.1697353279631761,1.7421875
wet_tropics,2024-01-03,2,5647,2.013752455795678,1.6403385049365302,2.2617021276595746,1.543646408839779,0.9703252032520325,0.9210115516703091,0.914745145631068,0.8992117117117117,1.1680092059838896,1.7135416666666667
wet_tropics,2024-01-03,3,6166,1.7730844793713163,1.4809590973201692,1.9797872340425533,1.3889502762430939,0.9672764227642277,0.9285045270059319,0.923998786407767,0.915259009009009,1.1173762945914845,1.5559895833333333
wet_tropics,2024-01-03,4,5209,1.5658153241650294,1.3526093088857545,1.725531914893617,1.296132596685083,0.9682926829268292,0.9388073680924134,0.9329490291262136,0.9273648648648649,1.0851553509781358,1.4388020833333333
wet_tropics,2024-01-03,5,5742,1.399803536345776,1.2609308885754584,1.5265957446808511,1.23646408839779,0.9878048780487805,0.960349672182329,0.9529733009708737,0.9504504504504504,1.0724971231300344,1.3333333333333333
wet_tropics,2024-01-03,6,4345,1.275049115913556,1.1833568406205923,1.3617021276595744,1.1878453038674033,0.9898373983739838,0.9681548548236029,0.9629854368932039,0.9563626126126126,1.0621403912543153,1.2708333333333333
wet_tropics,2024-01-03,7,4059,1.2141453831041258,1.14950634696756,1.2723404255319148,1.158011049723757,0.9890243902439024,0.9694036840462067,0.9678398058252428,0.9611486486486487,1.0552359033371692,1.23046875
wet_tropics,2024-01-03,8,4503,1.180746561886051,1.1269393511988717,1.221276595744681,1.134806629834254,0.9975609756097561,0.9768966593818296,0.9757281553398058,0.9757882882882883,1.0609896432681243,1.2057291666666667
wet_tropics,2024-01-03,9,4168,1.1453831041257367,1.1170662905500706,1.1808510638297873,1.1248618784530386,1.0040650406504066,0.98688729316266,0.9880157766990292,0.9811373873873874,1.0653049482163406,1.1764322916666667
wet_tropics,2024-01-03,10,4097,1.1100196463654224,1.0789844851904091,1.1127659574468085,1.0784530386740332,1.004471544715447,0.9853262566344052,0.9902912621359223,0.982545045045045,1.0316455696202531,1.1158854166666667
wet_tropics,2024-01-03,11,3239,1.0884086444007859,1.0634696755994357,1.0872340425531914,1.0640883977900553,1.002439024390244,0.9847018420231033,0.9857402912621359,0.9845157657657657,1.0350978135788262,1.0885416666666667
wet_tropics,2024-01-03,12,3066,1.0884086444007859,1.0528913963328632,1.0765957446808512,1.0569060773480663,0.9963414634146341,0.9834530128004996,0.9824029126213593,0.9817004504504504,1.0322209436133487,1.0703125
wet_tropics,2024-01-08,1,4226,2.0801526717557253,1.7012448132780082,2.5031578947368422,1.5127681307456589,0.9476628046344386,0.9006459550907413,0.9004470938897169,0.89027466367713,1.2778782399035564,1.9471649484536082
wet_tropics,2024-01-08,2,3840,1.8349236641221374,1.515905947441217,2.2,1.4330949948927476,0.9402716739912106,0.8986465702860659,0.902086438152012,0.8860706278026906,1.2603978300180831,1.8737113402061856
wet_tropics,2024-01-08,3,4620,1.6717557251908397,1.4239280774550485,2.0126315789473685,1.3585291113381002,0.9484618457850579,0.9077207013226699,0.9093889716840536,0.898402466367713,1.2284508740204942,1.7719072164948453
wet_tropics,2024-01-08,4,4279,1.501908396946565,1.3236514522821576,1.7915789473684212,1.300306435137896,0.9500599280862965,0.9138726545678253,0.9168405365126676,0.9083520179372198,1.2127787823990355,1.6597938144329898
wet_tropics,2024-01-08,5,5008,1.3893129770992367,1.2586445366528354,1.6463157894736842,1.254341164453524,0.9598481821813823,0.9243309750845894,0.9278688524590164,0.9153587443946188,1.1965039180229053,1.5786082474226804
wet_tropics,2024-01-08,6,4068,1.316793893129771,1.2282157676348548,1.551578947368421,1.2068437180796732,0.9600479424690371,0.9294063365118425,0.9305514157973175,0.92152466367713,1.173297166968053,1.4987113402061856
wet_tropics,2024-01-08,7,3934,1.2729007633587786,1.206085753803596,1.4778947368421054,1.1925434116445353,0.9578505793048342,0.9318671178099046,0.9359165424739195,0.9258688340807175,1.1561181434599157,1.440721649484536
wet_tropics,2024-01-08,8,4479,1.2194656488549618,1.170124481327801,1.3873684210526316,1.1726251276813076,0.9648421893727527,0.9394032605352199,0.9418777943368107,0.9332959641255605,1.1440626883664857,1.3827319587628866
wet_tropics,2024-01-08,9,4323,1.183206106870229,1.1438450899031811,1.3136842105263158,1.150153217568948,0.9676388333999201,0.9424792371577976,0.9460506706408346,0.9391816143497758,1.1314044605183846,1.309278350515464
wet_tropics,2024-01-08,10,4429,1.1526717557251909,1.1272475795297372,1.2526315789473683,1.131767109295199,0.9728326008789453,0.9504767763764995,0.9540983606557377,0.9464686098654709,1.1157323688969258,1.2603092783505154
wet_tropics,2024-01-08,11,3762,1.133587786259542,1.116182572614108,1.2252631578947368,1.1164453524004085,0.975229724330803,0.9544755459858505,0.9578241430700447,0.9557174887892377,1.0982519590114528,1.2416237113402062
wet_tropics,2024-01-08,12,3707,1.1240458015267176,1.107883817427386,1.1978947368421053,1.1031664964249235,0.9756292449061127,0.957859120270686,0.9600596125186289,0.9579596412556054,1.082579867389994,1.2074742268041236
wet_tropics,2024-01-23,1,9990,2.8982558139534884,2.045289855072464,3.5921985815602837,1.6551724137931034,0.9237903225806452,0.8666251168588345,0.8643718740806119,0.8467400508044031,1.2198815009874917,2.1697635135135136
wet_tropics,2024-01-23,2,7883,2.4622093023255816,1.8206521739130435,3.1134751773049647,1.5836526181353767,0.9338709677419355,0.8812714241196634,0.86525448661371,0.8619813717188823,1.21724818959842,2.0945945945945947
wet_tropics,2024-01-23,3,8658,2.1744186046511627,1.6630434782608696,2.7588652482269502,1.4699872286079183,0.9433467741935484,0.8980990962916796,0.8786407766990292,0.8820208862545865,1.184002633311389,1.9493243243243243
